type;marque;modele;;;;identifiant;;;;;;;;
Voiture;JEEP;COMMANDER;;;;47;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('COMMANDER  ', 47);";;;;;;;
Voiture;JEEP;COMPASS;;;;47;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('COMPASS  ', 47);";;;;;;;
Voiture;JEEP;GRAND;CHEROKEE;;;47;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRAND CHEROKEE ', 47);";;;;;;;
Voiture;JEEP;PATRIOT;;;;47;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PATRIOT  ', 47);";;;;;;;
Voiture;JEEP;RENEGADE;;;;47;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RENEGADE  ', 47);";;;;;;;
Voiture;JEEP;WRANGLER;;;;47;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('WRANGLER  ', 47);";;;;;;;
Voiture;JEEP;AUTRE;;;;47;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 47);";;;;;;;
Voiture;KIA;BESTA;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BESTA  ', 48);";;;;;;;
Voiture;KIA;CARENS;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CARENS  ', 48);";;;;;;;
Voiture;KIA;CARNIVAL;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CARNIVAL  ', 48);";;;;;;;
Voiture;KIA;CEED;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CEED  ', 48);";;;;;;;
Voiture;KIA;CEED;SW;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CEED SW ', 48);";;;;;;;
Voiture;KIA;CERATO;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CERATO  ', 48);";;;;;;;
Voiture;KIA;CLARUS;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CLARUS  ', 48);";;;;;;;
Voiture;KIA;K2500;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('K2500  ', 48);";;;;;;;
Voiture;KIA;K2700;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('K2700  ', 48);";;;;;;;
Voiture;KIA;MAGENTIS;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MAGENTIS  ', 48);";;;;;;;
Voiture;KIA;OPIRUS;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('OPIRUS  ', 48);";;;;;;;
Voiture;KIA;OPTIMA;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('OPTIMA  ', 48);";;;;;;;
Voiture;KIA;PICANTO;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PICANTO  ', 48);";;;;;;;
Voiture;KIA;PREGIO;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PREGIO  ', 48);";;;;;;;
Voiture;KIA;PRIDE;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PRIDE  ', 48);";;;;;;;
Voiture;KIA;PRO;CEE;D;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PRO CEE D', 48);";;;;;;;
Voiture;KIA;RIO;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RIO  ', 48);";;;;;;;
Voiture;KIA;SEPHIA;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SEPHIA  ', 48);";;;;;;;
Voiture;KIA;SEPHIA;II;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SEPHIA II ', 48);";;;;;;;
Voiture;KIA;SHUMA;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SHUMA  ', 48);";;;;;;;
Voiture;KIA;SHUMA;II;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SHUMA II ', 48);";;;;;;;
Voiture;KIA;SORENTO;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SORENTO  ', 48);";;;;;;;
Voiture;KIA;SOUL;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SOUL  ', 48);";;;;;;;
Voiture;KIA;SPORTAGE;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SPORTAGE  ', 48);";;;;;;;
Voiture;KIA;VENGA;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VENGA  ', 48);";;;;;;;
Voiture;KIA;AUTRE;;;;48;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 48);";;;;;;;
Voiture;LADA;110;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('110  ', 49);";;;;;;;
Voiture;LADA;111;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('111  ', 49);";;;;;;;
Voiture;LADA;112;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('112  ', 49);";;;;;;;
Voiture;LADA;1200;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('1200  ', 49);";;;;;;;
Voiture;LADA;1300;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('1300  ', 49);";;;;;;;
Voiture;LADA;1500;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('1500  ', 49);";;;;;;;
Voiture;LADA;1600;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('1600  ', 49);";;;;;;;
Voiture;LADA;2104;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('2104  ', 49);";;;;;;;
Voiture;LADA;2107;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('2107  ', 49);";;;;;;;
Voiture;LADA;GRANTA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRANTA  ', 49);";;;;;;;
Voiture;LADA;KALINA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KALINA  ', 49);";;;;;;;
Voiture;LADA;KALINKA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KALINKA  ', 49);";;;;;;;
Voiture;LADA;NATACHA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NATACHA  ', 49);";;;;;;;
Voiture;LADA;NIVA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NIVA  ', 49);";;;;;;;
Voiture;LADA;PRIORA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PRIORA  ', 49);";;;;;;;
Voiture;LADA;SAGONA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SAGONA  ', 49);";;;;;;;
Voiture;LADA;SAMARA;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SAMARA  ', 49);";;;;;;;
Voiture;LADA;AUTRE;;;;49;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 49);";;;;;;;
Voiture;LAMBORGHINI;DIABLO;;;;50;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DIABLO  ', 50);";;;;;;;
Voiture;LAMBORGHINI;AUTRE;;;;50;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 50);";;;;;;;
Voiture;LANCIA;BETA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BETA  ', 51);";;;;;;;
Voiture;LANCIA;DEDRA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DEDRA  ', 51);";;;;;;;
Voiture;LANCIA;DELTA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DELTA  ', 51);";;;;;;;
Voiture;LANCIA;FLAVIA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FLAVIA  ', 51);";;;;;;;
Voiture;LANCIA;GAMMA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GAMMA  ', 51);";;;;;;;
Voiture;LANCIA;HP;EXECUTIVE;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('HP EXECUTIVE ', 51);";;;;;;;
Voiture;LANCIA;IPSILON;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IPSILON  ', 51);";;;;;;;
Voiture;LANCIA;KAPPA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KAPPA  ', 51);";;;;;;;
Voiture;LANCIA;LYBRA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LYBRA  ', 51);";;;;;;;
Voiture;LANCIA;MUSA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MUSA  ', 51);";;;;;;;
Voiture;LANCIA;PHEDRA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PHEDRA  ', 51);";;;;;;;
Voiture;LANCIA;PRISMA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PRISMA  ', 51);";;;;;;;
Voiture;LANCIA;THEMA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('THEMA  ', 51);";;;;;;;
Voiture;LANCIA;THESIS;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('THESIS  ', 51);";;;;;;;
Voiture;LANCIA;TREVI;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TREVI  ', 51);";;;;;;;
Voiture;LANCIA;VOYAGER;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VOYAGER  ', 51);";;;;;;;
Voiture;LANCIA;Y10;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('Y10  ', 51);";;;;;;;
Voiture;LANCIA;YPSILON;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('YPSILON  ', 51);";;;;;;;
Voiture;LANCIA;ZETA;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ZETA  ', 51);";;;;;;;
Voiture;LANCIA;AUTRE;;;;51;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 51);";;;;;;;
Voiture;LAND ROVER;109;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('109  ', 52);";;;;;;;
Voiture;LAND ROVER;110;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('110  ', 52);";;;;;;;
Voiture;LAND ROVER;88;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('88  ', 52);";;;;;;;
Voiture;LAND ROVER;90;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('90  ', 52);";;;;;;;
Voiture;LAND ROVER;DEFENDER;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DEFENDER  ', 52);";;;;;;;
Voiture;LAND ROVER;DISCOVERY;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DISCOVERY  ', 52);";;;;;;;
Voiture;LAND ROVER;DISCOVERY;SPORT;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DISCOVERY SPORT ', 52);";;;;;;;
Voiture;LAND ROVER;EVOQUE;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EVOQUE  ', 52);";;;;;;;
Voiture;LAND ROVER;FREELANDER;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FREELANDER  ', 52);";;;;;;;
Voiture;LAND ROVER;RANGE;4X4;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RANGE 4X4 ', 52);";;;;;;;
Voiture;LAND ROVER;RANGE;ROVER;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RANGE ROVER ', 52);";;;;;;;
Voiture;LAND ROVER;RANGE;ROVER;SPORT;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RANGE ROVER SPORT', 52);";;;;;;;
Voiture;LAND ROVER;AUTRE;;;;52;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 52);";;;;;;;
Voiture;LDV;CONVOY;;;;53;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CONVOY  ', 53);";;;;;;;
Voiture;LDV;MAXUS;;;;53;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MAXUS  ', 53);";;;;;;;
Voiture;LDV;AUTRE;;;;53;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 53);";;;;;;;
Voiture;LEXUS;CT;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CT  ', 54);";;;;;;;
Voiture;LEXUS;GS;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GS  ', 54);";;;;;;;
Voiture;LEXUS;IS;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IS  ', 54);";;;;;;;
Voiture;LEXUS;IS;200;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IS 200 ', 54);";;;;;;;
Voiture;LEXUS;IS;220;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IS 220 ', 54);";;;;;;;
Voiture;LEXUS;IS;250;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IS 250 ', 54);";;;;;;;
Voiture;LEXUS;IS;300;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IS 300 ', 54);";;;;;;;
Voiture;LEXUS;IS;F;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IS F ', 54);";;;;;;;
Voiture;LEXUS;LS;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LS  ', 54);";;;;;;;
Voiture;LEXUS;NX;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NX  ', 54);";;;;;;;
Voiture;LEXUS;RC;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RC  ', 54);";;;;;;;
Voiture;LEXUS;RX;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RX  ', 54);";;;;;;;
Voiture;LEXUS;RX;300;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RX 300 ', 54);";;;;;;;
Voiture;LEXUS;RX;350;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RX 350 ', 54);";;;;;;;
Voiture;LEXUS;SC;430;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SC 430 ', 54);";;;;;;;
Voiture;LEXUS;AUTRE;;;;54;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 54);";;;;;;;
Voiture;LOTUS;ELISE;;;;55;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ELISE  ', 55);";;;;;;;
Voiture;LOTUS;EUROPA;;;;55;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EUROPA  ', 55);";;;;;;;
Voiture;LOTUS;EVORA;;;;55;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EVORA  ', 55);";;;;;;;
Voiture;LOTUS;EXIGE;;;;55;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EXIGE  ', 55);";;;;;;;
Voiture;LOTUS;AUTRE;;;;55;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 55);";;;;;;;
Voiture;MAHINDRA;BOLERO;;;;56;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BOLERO  ', 56);";;;;;;;
Voiture;MAHINDRA;CJ;;;;56;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CJ  ', 56);";;;;;;;
Voiture;MAHINDRA;GOA;;;;56;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GOA  ', 56);";;;;;;;
Voiture;MAHINDRA;AUTRE;;;;56;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 56);";;;;;;;
Voiture;MARUTI;800;;;;57;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('800  ', 57);";;;;;;;
Voiture;MARUTI;ALTO;;;;57;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ALTO  ', 57);";;;;;;;
Voiture;MARUTI;AUTRE;;;;57;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 57);";;;;;;;
Voiture;MASERATI;3200;GT;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('3200 GT ', 58);";;;;;;;
Voiture;MASERATI;COUPE;;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('COUPE  ', 58);";;;;;;;
Voiture;MASERATI;GHIBLI;;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GHIBLI  ', 58);";;;;;;;
Voiture;MASERATI;GRANCABRIO;;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRANCABRIO  ', 58);";;;;;;;
Voiture;MASERATI;GRANSPORT;COUPE;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRANSPORT COUPE ', 58);";;;;;;;
Voiture;MASERATI;GRANSPORT;SPYDER;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRANSPORT SPYDER ', 58);";;;;;;;
Voiture;MASERATI;GRANTURISMO;;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRANTURISMO  ', 58);";;;;;;;
Voiture;MASERATI;QUATTROPORTE;;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('QUATTROPORTE  ', 58);";;;;;;;
Voiture;MASERATI;SPYDER;;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SPYDER  ', 58);";;;;;;;
Voiture;MASERATI;AUTRE;;;;58;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 58);";;;;;;;
Voiture;MATRA;BAGHEERA;;;;59;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BAGHEERA  ', 59);";;;;;;;
Voiture;MATRA;DJET;;;;59;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DJET  ', 59);";;;;;;;
Voiture;MATRA;M530;;;;59;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M530  ', 59);";;;;;;;
Voiture;MATRA;AUTRE;;;;59;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 59);";;;;;;;
Voiture;MAZDA;121;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('121  ', 60);";;;;;;;
Voiture;MAZDA;323;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('323  ', 60);";;;;;;;
Voiture;MAZDA;626;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('626  ', 60);";;;;;;;
Voiture;MAZDA;929;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('929  ', 60);";;;;;;;
Voiture;MAZDA;BONGO;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BONGO  ', 60);";;;;;;;
Voiture;MAZDA;BT;50;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BT 50 ', 60);";;;;;;;
Voiture;MAZDA;CX;7;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CX 7 ', 60);";;;;;;;
Voiture;MAZDA;CX-3;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CX-3  ', 60);";;;;;;;
Voiture;MAZDA;CX-5;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CX-5  ', 60);";;;;;;;
Voiture;MAZDA;DEMIO;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DEMIO  ', 60);";;;;;;;
Voiture;MAZDA;E2200;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('E2200  ', 60);";;;;;;;
Voiture;MAZDA;MAZDA2;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MAZDA2  ', 60);";;;;;;;
Voiture;MAZDA;MAZDA3;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MAZDA3  ', 60);";;;;;;;
Voiture;MAZDA;MAZDA5;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MAZDA5  ', 60);";;;;;;;
Voiture;MAZDA;MAZDA6;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MAZDA6  ', 60);";;;;;;;
Voiture;MAZDA;MAZDA6;FASTWAGON;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MAZDA6 FASTWAGON ', 60);";;;;;;;
Voiture;MAZDA;MINIBUS;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MINIBUS  ', 60);";;;;;;;
Voiture;MAZDA;MPV;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MPV  ', 60);";;;;;;;
Voiture;MAZDA;MX3;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MX3  ', 60);";;;;;;;
Voiture;MAZDA;MX5;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MX5  ', 60);";;;;;;;
Voiture;MAZDA;MX6;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MX6  ', 60);";;;;;;;
Voiture;MAZDA;PICK;UP;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PICK UP ', 60);";;;;;;;
Voiture;MAZDA;PREMACY;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PREMACY  ', 60);";;;;;;;
Voiture;MAZDA;RX7;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RX7  ', 60);";;;;;;;
Voiture;MAZDA;RX8;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RX8  ', 60);";;;;;;;
Voiture;MAZDA;TRIBUTE;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TRIBUTE  ', 60);";;;;;;;
Voiture;MAZDA;XEDOS;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('XEDOS  ', 60);";;;;;;;
Voiture;MAZDA;AUTRE;;;;60;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 60);";;;;;;;
Voiture;MEGA;BREAK;;;;61;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BREAK  ', 61);";;;;;;;
Voiture;MEGA;CABRIO;;;;61;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CABRIO  ', 61);";;;;;;;
Voiture;MEGA;CLUB;;;;61;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CLUB  ', 61);";;;;;;;
Voiture;MEGA;CONCEPT;;;;61;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CONCEPT  ', 61);";;;;;;;
Voiture;MEGA;FOURGON;;;;61;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FOURGON  ', 61);";;;;;;;
Voiture;MEGA;RANCH;;;;61;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RANCH  ', 61);";;;;;;;
Voiture;MEGA;AUTRE;;;;61;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 61);";;;;;;;
Voiture;MERCEDES;190;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('190  ', 62);";;;;;;;
Voiture;MERCEDES;200;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('200  ', 62);";;;;;;;
Voiture;MERCEDES;220;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('220  ', 62);";;;;;;;
Voiture;MERCEDES;230;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('230  ', 62);";;;;;;;
Voiture;MERCEDES;240;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('240  ', 62);";;;;;;;
Voiture;MERCEDES;250;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('250  ', 62);";;;;;;;
Voiture;MERCEDES;260;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('260  ', 62);";;;;;;;
Voiture;MERCEDES;280;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('280  ', 62);";;;;;;;
Voiture;MERCEDES;300;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('300  ', 62);";;;;;;;
Voiture;MERCEDES;320;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('320  ', 62);";;;;;;;
Voiture;MERCEDES;350;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('350  ', 62);";;;;;;;
Voiture;MERCEDES;380;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('380  ', 62);";;;;;;;
Voiture;MERCEDES;400;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('400  ', 62);";;;;;;;
Voiture;MERCEDES;420;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('420  ', 62);";;;;;;;
Voiture;MERCEDES;450;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('450  ', 62);";;;;;;;
Voiture;MERCEDES;4X4;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('4X4  ', 62);";;;;;;;
Voiture;MERCEDES;500;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('500  ', 62);";;;;;;;
Voiture;MERCEDES;560;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('560  ', 62);";;;;;;;
Voiture;MERCEDES;600;;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('600  ', 62);";;;;;;;
Voiture;MERCEDES;A;140;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 140 ', 62);";;;;;;;
Voiture;MERCEDES;A;140;BUSINESS;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 140 BUSINESS', 62);";;;;;;;
Voiture;MERCEDES;A;150;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 150 ', 62);";;;;;;;
Voiture;MERCEDES;A;160;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 160 ', 62);";;;;;;;
Voiture;MERCEDES;A;160;BUSINESS;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 160 BUSINESS', 62);";;;;;;;
Voiture;MERCEDES;A;170;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 170 ', 62);";;;;;;;
Voiture;MERCEDES;A;170;BUSINESS;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 170 BUSINESS', 62);";;;;;;;
Voiture;MERCEDES;A;180;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 180 ', 62);";;;;;;;
Voiture;MERCEDES;A;190;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 190 ', 62);";;;;;;;
Voiture;MERCEDES;A;190;BUSINESS;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 190 BUSINESS', 62);";;;;;;;
Voiture;MERCEDES;A;200;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 200 ', 62);";;;;;;;
Voiture;MERCEDES;A;210;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('A 210 ', 62);";;;;;;;
Voiture;MERCEDES;B;150;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('B 150 ', 62);";;;;;;;
Voiture;MERCEDES;B;160;;;62;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('B 160 ', 62);";;;;;;;
